sno,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
271,24-Oct,26.229,Not_Survived,none,none,0,m,35,1998,1986,unavail,driver,0,4,0.425011574
272,24-Oct,32.153,Not_Survived,none,none,0,m,59,1998,1993,unavail,driver,0,4,0.427094907
273,40-54,20.413,Not_Survived,airbag,belted,0,m,34,1998,1991,deploy,driver,1,4,0.432650463
274,55+,24.906,Not_Survived,airbag,belted,1,f,73,1998,1994,deploy,driver,1,4,0.435428241
275,40-54,20.413,Not_Survived,airbag,belted,0,f,34,1998,1996,deploy,pass,1,4,0.447928241
276,55+,20.413,Not_Survived,none,belted,0,f,46,1998,1988,unavail,driver,0,4,0.453483796
277,55+,52.647,Not_Survived,airbag,belted,0,f,27,1998,1995,deploy,driver,1,4,0.469456019
278,55+,49.456,Not_Survived,airbag,none,1,f,73,1998,1998,deploy,driver,1,4,0.475011574
279,24-Oct,52.52,Not_Survived,airbag,belted,0,m,54,1998,1995,deploy,driver,1,4,0.479178241
280,55+,46.566,Not_Survived,airbag,belted,0,f,47,1998,1993,deploy,driver,1,4,11:14:01
281,40-54,46.566,Not_Survived,airbag,none,1,m,42,1998,1991,deploy,driver,1,4,11:18:02
282,55+,46.566,Not_Survived,none,belted,1,f,47,1998,1986,unavail,driver,0,4,11:28:01
283,25-39,49.483,Not_Survived,airbag,none,0,m,34,1998,1996,deploy,driver,1,3,11:29:01
284,40-54,46.566,Not_Survived,none,none,1,f,16,1998,1985,unavail,driver,0,4,11:34:01
285,40-54,46.566,Not_Survived,none,none,1,f,17,1998,1994,unavail,driver,0,4,0.546550926
286,55+,49.483,Not_Survived,airbag,belted,1,m,16,1998,1998,deploy,driver,1,5,0.552094907
287,40-54,49.69,Not_Survived,none,belted,0,f,19,1998,1992,unavail,driver,0,3,0.552789352
288,40-54,46.566,Not_Survived,none,belted,1,f,46,1998,1988,unavail,driver,0,4,0.572233796
289,55+,46.566,Not_Survived,airbag,none,1,m,36,1998,1996,nodeploy,driver,0,4,0.594456019
290,25-39,46.566,Not_Survived,none,belted,1,m,24,1998,1994,unavail,pass,0,4,0.606273148
291,24-Oct,46.566,Not_Survived,airbag,belted,1,m,74,1998,1994,nodeploy,driver,0,4,0.606956019
292,24-Oct,46.566,Not_Survived,airbag,none,0,m,80,1998,1998,nodeploy,driver,0,4,0.609733796
293,55+,32.467,Not_Survived,airbag,belted,0,m,22,1998,1991,deploy,driver,1,4,12:04:01
294,24-Oct,32.467,Not_Survived,airbag,belted,1,m,66,1998,1995,nodeploy,driver,0,4,12:40:01
295,25-39,32.467,Not_Survived,airbag,none,0,m,33,1998,1993,deploy,driver,1,4,12:47:01
296,40-54,32.467,Not_Survived,none,none,0,f,42,1998,1986,unavail,driver,0,4,12:52:01
297,40-54,32.467,Not_Survived,none,none,0,m,30,1998,1986,unavail,pass,0,4,12:52:01
298,40-54,32.467,Not_Survived,airbag,belted,0,f,34,1998,1993,nodeploy,driver,0,4,12:54:01
299,55+,173.349,Not_Survived,none,none,1,f,54,1998,1984,unavail,driver,0,2,0.585428241
300,25-39,32.467,Not_Survived,airbag,none,0,m,57,1998,1994,nodeploy,driver,0,4,0.586828704
301,55+,107.14,Not_Survived,airbag,none,0,m,21,1998,1996,deploy,driver,1,4,0.617372685
302,25-39,32.467,Not_Survived,airbag,none,1,m,37,1998,1990,deploy,driver,1,4,0.629178241
303,55+,41.069,Not_Survived,none,none,0,m,20,1998,1989,unavail,driver,0,4,0.64306713
304,40-54,62.985,Not_Survived,airbag,none,1,m,40,1998,1999,deploy,driver,1,4,0.662511574
305,55+,32.467,Not_Survived,airbag,none,0,f,25,1998,1998,deploy,driver,1,4,0.667372685
306,55+,32.467,Not_Survived,airbag,none,0,f,52,1998,1998,deploy,pass,1,4,0.667372685
307,24-Oct,81.517,Not_Survived,none,none,0,m,40,1998,1986,unavail,driver,0,4,13:51:01
308,24-Oct,81.517,Not_Survived,none,none,0,m,37,1998,1984,unavail,driver,0,4,0.586134259
309,25-39,81.517,Not_Survived,none,none,0,f,61,1998,1985,unavail,driver,0,4,0.58681713
310,24-Oct,81.517,Not_Survived,none,belted,0,f,22,1998,1988,unavail,pass,0,4,0.61181713
311,25-39,81.517,Not_Survived,none,none,1,m,31,1998,1988,unavail,driver,0,4,0.611828704
312,25-39,81.517,Not_Survived,none,none,0,m,40,1998,1985,unavail,pass,0,4,0.61599537
313,25-39,81.517,Not_Survived,none,belted,0,f,51,1998,1992,unavail,pass,0,4,0.623622685
314,25-39,81.517,Not_Survived,none,belted,0,f,16,1998,1994,unavail,pass,0,4,0.658344907
315,40-54,81.517,Not_Survived,none,none,0,m,18,1998,1985,unavail,driver,0,4,0.688206019
316,55+,88.766,Not_Survived,none,belted,0,m,54,1998,1988,unavail,driver,0,4,41:02:01
317,40-54,28.055,Not_Survived,none,none,1,f,57,1998,1983,unavail,driver,0,4,41:28:01
318,55+,24.303,Not_Survived,none,none,1,f,43,1998,1985,unavail,driver,0,4,41:48:01
319,25-39,26.903,Not_Survived,none,none,1,m,21,1998,1992,unavail,driver,0,4,41:61:1
320,25-39,65.982,Not_Survived,airbag,none,1,f,80,1998,1993,deploy,driver,1,4,41:76:1
321,25-39,48.545,Not_Survived,none,none,0,m,27,1998,1990,unavail,driver,0,4,41:129:1
322,55+,24.303,Not_Survived,none,none,1,f,22,1998,1986,unavail,driver,0,4,41:147:1
323,25-39,49.768,Not_Survived,airbag,belted,0,m,49,1998,1996,deploy,driver,1,3,43:04:01
324,55+,52.414,Not_Survived,none,belted,1,f,31,1998,1985,unavail,driver,0,4,43:10:01
325,55+,52.414,Not_Survived,none,belted,1,f,50,1998,1985,unavail,pass,0,4,43:10:01
326,40-54,52.414,Not_Survived,none,belted,0,m,17,1998,1987,unavail,driver,0,4,43:26:02
327,55+,52.414,Not_Survived,none,belted,1,m,59,1998,1985,unavail,driver,0,4,43:34:02
328,25-39,52.414,Not_Survived,none,belted,0,f,61,1998,1993,unavail,pass,0,4,43:42:02
329,55+,52.414,Not_Survived,none,none,1,m,39,1998,1988,unavail,driver,0,4,43:56:03
330,55+,52.414,Not_Survived,none,none,1,f,45,1998,1988,unavail,pass,0,4,43:56:03
331,40-54,52.414,Not_Survived,none,belted,0,f,92,1998,1987,unavail,driver,0,4,43:80:2
332,55+,52.414,Not_Survived,airbag,belted,1,f,64,1998,1992,deploy,driver,1,4,43:88:1
333,40-54,52.414,Not_Survived,none,none,0,f,32,1998,1986,unavail,driver,0,4,43:97:1
334,40-54,245.82,Not_Survived,none,belted,1,m,33,1998,1989,unavail,driver,0,4,43:137:1
335,40-54,52.414,Not_Survived,airbag,belted,0,m,41,1998,1994,nodeploy,driver,0,4,43:188:1
336,40-54,52.414,Not_Survived,airbag,belted,0,f,42,1998,1998,deploy,driver,1,4,43:212:2
337,25-39,82.099,Not_Survived,airbag,belted,0,f,72,1998,1997,nodeploy,driver,0,4,43:258:1
338,25-39,82.099,Not_Survived,none,belted,0,m,23,1998,1991,unavail,driver,0,4,43:259:1
339,25-39,52.414,Not_Survived,airbag,belted,0,f,45,1998,1997,nodeploy,driver,0,4,43:280:1
340,40-54,52.414,Not_Survived,none,belted,0,m,22,1998,1985,unavail,driver,0,4,43:285:2
341,40-54,52.414,Not_Survived,none,belted,0,m,26,1998,1985,unavail,pass,0,4,43:285:2
342,40-54,47.503,Not_Survived,none,belted,1,m,49,1998,1985,unavail,driver,0,3,43:293:1
343,25-39,68.142,Not_Survived,none,belted,0,f,22,1998,1988,unavail,driver,0,4,45:21:01
344,40-54,81.557,Not_Survived,airbag,none,0,f,19,1998,1998,nodeploy,driver,0,4,45:48:02
345,55+,68.142,Not_Survived,none,none,0,m,18,1998,1986,unavail,driver,0,4,45:52:01
346,25-39,68.142,Not_Survived,none,none,1,m,55,1998,1987,unavail,driver,0,4,45:61:4
347,24-Oct,116.812,Not_Survived,none,belted,0,f,69,1998,1987,unavail,driver,0,3,45:74:1
348,55+,68.142,Not_Survived,none,none,0,f,85,1998,1985,unavail,driver,0,4,45:76:2
349,25-39,68.142,Not_Survived,none,none,0,m,46,1998,1976,unavail,pass,0,4,45:93:1
350,25-39,70.308,Not_Survived,none,belted,1,m,88,1998,1990,unavail,driver,0,4,45:114:1
351,24-Oct,68.142,Not_Survived,none,none,0,m,31,1998,1995,unavail,driver,0,4,45:128:4
352,55+,112.945,Not_Survived,none,none,1,f,36,1998,1985,unavail,driver,0,4,45:162:2
353,40-54,68.142,Not_Survived,none,none,1,m,23,1998,1987,unavail,driver,0,4,45:178:1
354,25-39,1344.167,Not_Survived,none,belted,0,f,18,1998,1993,unavail,pass,0,3,48:10:01
355,25-39,917.254,Not_Survived,none,none,0,m,19,1998,1982,unavail,driver,0,4,48:95:1
356,55+,660.445,Not_Survived,none,none,1,m,26,1998,1991,unavail,driver,0,4,48:148:1
357,55+,15.981,Not_Survived,none,none,1,m,19,1998,1988,unavail,driver,0,4,49:04:01
358,40-54,6.834,Not_Survived,none,none,1,m,58,1998,1989,unavail,driver,0,4,49:28:01
359,40-54,6.834,Not_Survived,none,none,1,f,47,1998,1989,unavail,pass,0,3,49:28:01
360,40-54,6.834,Not_Survived,none,belted,1,f,54,1998,1993,unavail,pass,0,4,49:28:02
361,40-54,6.834,Not_Survived,none,belted,0,f,24,1998,1985,unavail,driver,0,4,49:40:01
362,25-39,8.848,Not_Survived,airbag,none,0,m,19,1998,1993,nodeploy,driver,0,4,49:52:01
363,55+,6.834,Not_Survived,airbag,none,1,m,54,1998,1997,nodeploy,driver,0,4,49:58:01
364,24-Oct,6.834,Not_Survived,airbag,none,0,m,35,1998,1995,deploy,driver,1,4,49:76:1
365,55+,7.082,Not_Survived,airbag,belted,0,f,23,1998,1995,deploy,driver,1,4,49:83:1
366,25-39,7.076,Not_Survived,airbag,none,0,m,51,1998,1998,nodeploy,driver,0,4,49:95:1
367,40-54,6.834,Not_Survived,none,none,1,m,37,1998,1986,unavail,driver,0,4,49:107:1
368,25-39,6.834,Not_Survived,none,none,0,m,23,1998,1978,unavail,driver,0,4,49:114:1
369,55+,4.037,Not_Survived,none,none,1,m,20,1998,1993,unavail,driver,0,4,49:120:1
370,55+,8.806,Not_Survived,none,none,1,m,39,1998,1992,unavail,driver,0,4,49:139:1
371,25-39,19.768,Not_Survived,airbag,none,0,m,70,1998,1995,deploy,pass,1,4,49:148:1
372,55+,13.669,Not_Survived,airbag,belted,1,f,51,1998,1995,deploy,driver,1,4,49:151:1
373,40-54,13.669,Not_Survived,airbag,belted,0,f,87,1998,1995,nodeploy,pass,0,4,49:163:1
374,40-54,13.669,Not_Survived,airbag,belted,0,m,18,1998,1998,nodeploy,pass,0,4,49:167:1
375,40-54,7.595,Not_Survived,none,none,1,m,27,1998,1987,unavail,driver,0,4,72:07:01
376,40-54,12.133,Not_Survived,none,none,0,m,21,1998,1984,unavail,pass,0,4,72:42:02
377,55+,3.94,Not_Survived,none,none,1,m,81,1998,1989,unavail,driver,0,4,72:73:1
378,55+,3.94,Not_Survived,airbag,none,1,m,60,1998,1992,deploy,driver,1,4,72:73:2
379,40-54,12.171,Not_Survived,none,none,1,m,37,1998,1989,unavail,driver,0,4,72:98:1
380,40-54,25.183,Not_Survived,none,none,1,m,48,1998,1988,unavail,driver,0,4,73:38:02
381,55+,25.183,Not_Survived,none,none,1,m,36,1998,1987,unavail,driver,0,4,73:58:01
382,55+,25.183,Not_Survived,none,belted,1,m,28,1998,1988,unavail,driver,0,4,73:62:2
383,40-54,25.183,Not_Survived,none,none,1,m,43,1998,1994,unavail,driver,0,4,73:76:1
384,40-54,33.69,Not_Survived,none,none,0,m,43,1998,1993,unavail,driver,0,4,73:97:2
385,55+,46.336,Not_Survived,none,none,0,m,22,1998,1991,unavail,pass,0,3,73:104:1
386,40-54,25.183,Not_Survived,airbag,none,1,m,80,1998,1998,deploy,driver,1,4,73:106:1
387,24-Oct,146.311,Not_Survived,airbag,none,0,f,48,1998,1998,nodeploy,driver,0,4,73:145:2
388,25-39,46.336,Not_Survived,airbag,none,0,f,78,1998,1995,deploy,pass,1,4,73:156:1
389,25-39,17.863,Not_Survived,airbag,belted,0,m,41,1998,1995,deploy,driver,1,4,74:03:01
390,25-39,17.863,Not_Survived,airbag,none,0,f,41,1998,1995,deploy,pass,1,3,74:03:01
391,24-Oct,12.193,Not_Survived,airbag,none,0,m,57,1998,1993,nodeploy,pass,0,4,74:11:02
392,55+,12.193,Not_Survived,none,none,0,m,17,1998,1990,unavail,driver,0,4,74:16:02
393,55+,12.193,Not_Survived,none,none,0,m,16,1998,1990,unavail,pass,0,4,74:16:02
394,40-54,8.627,Not_Survived,none,belted,0,m,19,1998,1994,unavail,pass,0,4,74:100:1
395,40-54,22.425,Not_Survived,none,belted,1,m,59,1998,1987,unavail,driver,0,4,74:135:1
396,24-Oct,19.287,Not_Survived,none,belted,1,f,80,1998,1981,unavail,driver,0,3,74:150:1
397,25-39,15.805,Not_Survived,airbag,belted,0,m,62,1998,1997,deploy,driver,1,4,74:159:1
398,25-39,45.621,Not_Survived,none,none,1,f,33,1998,1982,unavail,pass,0,4,75:28:01
399,55+,50.687,Not_Survived,none,none,1,m,25,1998,1991,unavail,driver,0,4,75:104:1
400,55+,50.687,Not_Survived,none,none,1,m,32,1998,1991,unavail,pass,0,4,75:104:1
401,55+,45.621,Not_Survived,none,belted,1,m,66,1998,1984,unavail,driver,0,4,75:149:2
402,25-39,406.954,Not_Survived,none,belted,0,m,86,1998,1984,unavail,driver,0,4,76:26:01
403,55+,58.957,Not_Survived,none,none,0,f,74,1998,1989,unavail,driver,0,4,78:67:2
404,40-54,86.273,Not_Survived,airbag,none,1,m,18,1998,1995,nodeploy,driver,0,4,78:83:1
405,40-54,3.015,Not_Survived,none,belted,0,m,16,1998,1981,unavail,driver,0,4,79:07:01
406,55+,3.015,Not_Survived,none,belted,0,m,16,1998,1988,unavail,pass,0,4,79:28:01
407,40-54,0.905,Not_Survived,none,belted,0,m,20,1998,1983,unavail,driver,0,4,79:42:01
408,55+,3.015,Not_Survived,airbag,none,1,m,23,1998,1998,deploy,driver,1,4,79:46:01
409,55+,3.015,Not_Survived,airbag,none,1,f,27,1998,1998,deploy,pass,1,4,79:46:01
410,40-54,3.015,Not_Survived,none,belted,0,m,48,1998,1984,unavail,driver,0,4,79:48:01
411,55+,3.015,Not_Survived,none,none,1,m,27,1998,1995,unavail,driver,0,4,79:89:2
412,40-54,6.03,Not_Survived,none,belted,0,m,21,1998,1983,unavail,driver,0,4,79:187:1
413,25-39,14.986,Not_Survived,none,none,0,m,38,1998,1989,unavail,driver,0,4,81:08:01
414,25-39,21.9,Not_Survived,none,belted,1,m,34,1998,1991,unavail,driver,0,4,81:10:01
415,40-54,20.801,Not_Survived,none,none,1,m,51,1998,1993,unavail,driver,0,4,81:52:01
416,40-54,26.169,Not_Survived,none,belted,1,f,27,1998,1988,unavail,pass,0,4,81:67:2
417,40-54,26.169,Not_Survived,none,none,1,f,36,1998,1982,unavail,driver,0,4,81:100:1
418,55+,47.998,Not_Survived,none,none,1,f,29,1998,1988,unavail,driver,0,4,81:103:1
419,55+,8.43,Not_Survived,none,belted,0,m,29,1998,1983,unavail,driver,0,4,82:02:01
420,25-39,5.355,Not_Survived,none,belted,1,f,88,1998,1969,unavail,pass,0,3,82:08:02
421,55+,6.645,Not_Survived,none,none,1,f,37,1998,1979,unavail,driver,0,4,82:167:1
422,40-54,50.594,Not_Survived,none,belted,0,m,67,1999,1986,unavail,driver,0,4,2:43:01
423,55+,50.594,Not_Survived,none,none,1,f,68,1999,1988,unavail,driver,0,4,2:52:01
424,55+,50.594,Not_Survived,none,none,1,f,47,1999,1988,unavail,pass,0,4,2:52:01
425,55+,27.799,Not_Survived,none,belted,1,m,19,1999,1992,unavail,driver,0,4,0.127800926
426,25-39,50.594,Not_Survived,none,none,1,m,67,1999,1986,unavail,driver,0,4,0.140289352
427,40-54,27.799,Not_Survived,none,none,1,m,55,1999,1986,unavail,driver,0,4,0.15556713
428,24-Oct,27.799,Not_Survived,none,none,0,m,37,1999,1993,unavail,pass,0,4,0.172233796
429,55+,49.145,Not_Survived,none,none,1,f,71,1999,1989,unavail,driver,0,3,0.173622685
430,40-54,58.934,Not_Survived,none,none,1,m,42,1999,1992,unavail,driver,0,4,0.184039352
431,55+,58.934,Not_Survived,airbag,none,1,m,23,1999,1997,deploy,driver,1,4,0.184050926
432,24-Oct,13.731,Not_Survived,none,none,0,m,45,1999,1994,unavail,driver,0,4,4:04:01
433,40-54,18.946,Not_Survived,none,belted,0,f,18,1999,1993,unavail,driver,0,4,0.230578704
434,55+,19.195,Not_Survived,airbag,belted,0,m,21,1999,1997,nodeploy,driver,0,4,5:08:01
435,40-54,127.268,Not_Survived,none,belted,0,f,64,1999,1992,unavail,driver,0,4,0.29931713
436,55+,14.443,Not_Survived,airbag,none,1,m,62,1999,1998,deploy,driver,1,4,6:13:01
437,55+,19.972,Not_Survived,airbag,none,1,m,43,1999,1998,deploy,driver,1,4,6:29:02
438,55+,17.067,Not_Survived,airbag,none,1,m,32,1999,1997,deploy,driver,1,3,6:38:01
439,25-39,12.857,Not_Survived,none,none,1,f,45,1999,1988,unavail,pass,0,4,0.331261574
440,40-54,52.299,Not_Survived,none,belted,1,f,78,1999,1989,unavail,driver,0,4,0.375023148
441,55+,85.814,Not_Survived,airbag,none,0,m,81,1999,1991,deploy,driver,1,4,0.377789352
442,24-Oct,53.956,Not_Survived,airbag,none,1,m,78,1999,1993,nodeploy,pass,0,4,0.442384259
443,25-39,53.956,Not_Survived,airbag,belted,0,m,65,1999,1996,deploy,driver,1,4,0.45974537
444,25-39,41.309,Not_Survived,none,none,0,m,45,1999,1986,unavail,driver,0,4,9:13:01
445,40-54,26.89,Not_Survived,airbag,none,1,m,16,1999,1995,deploy,driver,1,4,9:34:01
446,24-Oct,59.73,Not_Survived,airbag,none,0,m,20,1999,1994,nodeploy,driver,0,4,0.417372685
447,55+,48.205,Not_Survived,none,belted,0,f,84,1999,1988,unavail,driver,0,4,0.42224537
448,55+,50.636,Not_Survived,airbag,belted,1,m,17,1999,1995,deploy,pass,1,4,0.429178241
449,40-54,18.319,Not_Survived,none,belted,1,m,45,1999,1988,unavail,driver,0,4,0.442372685
450,25-39,25.709,Not_Survived,none,belted,0,m,80,1999,1989,unavail,driver,0,3,0.460439815
451,24-Oct,31.505,Not_Survived,airbag,none,0,m,28,1999,1995,nodeploy,driver,0,4,0.464594907
452,25-39,59.654,Not_Survived,none,none,1,m,55,1999,1995,unavail,driver,0,4,0.472928241
453,55+,26.618,Not_Survived,none,none,0,m,25,1999,1989,unavail,driver,0,4,0.489594907
454,40-54,26.618,Not_Survived,none,none,1,m,56,1999,1994,unavail,driver,0,4,0.489606481
455,55+,50.578,Not_Survived,none,belted,1,m,17,1999,1993,unavail,driver,0,4,11:28:01
456,25-39,50.578,Not_Survived,none,belted,0,m,19,1999,1986,unavail,driver,0,4,11:33:01
457,55+,50.578,Not_Survived,none,none,1,m,39,1999,1989,unavail,driver,0,3,0.500011574
458,40-54,60.599,Not_Survived,airbag,belted,1,f,57,1999,1994,deploy,driver,1,4,0.51806713
459,25-39,57.599,Not_Survived,airbag,none,1,m,79,1999,1998,deploy,pass,1,3,0.520150463
460,55+,50.578,Not_Survived,airbag,none,0,m,20,1999,1995,deploy,driver,1,4,0.527094907
461,25-39,54.877,Not_Survived,none,belted,1,m,59,1999,1991,unavail,driver,0,4,0.545844907
462,40-54,50.578,Not_Survived,airbag,belted,1,f,34,1999,1999,deploy,pass,1,4,0.550011574
463,55+,52.227,Not_Survived,none,belted,0,m,28,1999,1991,unavail,pass,0,3,0.552106481
464,55+,50.578,Not_Survived,airbag,belted,0,m,37,1999,1999,nodeploy,driver,0,4,0.556261574
465,55+,50.578,Not_Survived,airbag,none,0,f,28,1999,1996,deploy,driver,1,4,0.565300926
466,40-54,50.578,Not_Survived,none,belted,1,m,40,1999,1990,unavail,driver,0,4,0.581956019
467,40-54,50.578,Not_Survived,none,belted,0,f,47,1999,1994,unavail,driver,0,4,0.586122685
468,40-54,23.034,Not_Survived,none,none,1,m,53,1999,1989,unavail,driver,0,4,0.590983796
469,25-39,48.074,Not_Survived,airbag,belted,0,m,61,1999,1999,deploy,driver,1,3,0.592384259
470,55+,37.455,Not_Survived,none,none,1,m,24,1999,1986,unavail,driver,0,4,0.544456019
471,25-39,37.455,Not_Survived,airbag,none,1,m,36,1999,1995,deploy,driver,1,4,0.545150463
472,55+,361.641,Not_Survived,none,belted,0,f,49,1999,1993,unavail,driver,0,4,0.546550926
473,40-54,37.455,Not_Survived,none,none,1,m,45,1999,1985,unavail,driver,0,4,0.563912037
474,40-54,72.663,Not_Survived,none,belted,0,m,43,1999,1994,unavail,driver,0,4,0.566689815
475,24-Oct,37.455,Not_Survived,airbag,none,1,m,22,1999,1998,deploy,driver,1,4,0.570844907
476,25-39,22.278,Not_Survived,none,none,0,f,62,1999,1993,unavail,pass,0,3,0.590289352
477,40-54,39.716,Not_Survived,none,none,1,f,56,1999,1982,unavail,driver,0,4,0.607650463
478,40-54,39.716,Not_Survived,none,none,1,m,38,1999,1982,unavail,pass,0,4,0.607650463
479,25-39,37.455,Not_Survived,airbag,belted,0,m,19,1999,1991,nodeploy,pass,0,4,0.627094907
480,40-54,37.455,Not_Survived,airbag,none,0,f,54,1999,1996,deploy,driver,1,4,0.629178241
481,25-39,37.455,Not_Survived,airbag,none,0,m,17,1999,1990,nodeploy,driver,0,4,0.629872685
482,25-39,123.603,Not_Survived,none,belted,1,m,79,1999,1983,unavail,driver,0,4,0.650717593
483,55+,113.741,Not_Survived,none,belted,0,f,31,1999,1990,unavail,pass,0,4,13:01:01
484,25-39,88.54,Not_Survived,airbag,belted,0,f,59,1999,1994,nodeploy,pass,0,4,13:32:02
485,25-39,88.54,Not_Survived,airbag,belted,0,f,49,1999,1993,nodeploy,pass,0,4,13:59:02
486,40-54,88.54,Not_Survived,none,none,0,m,44,1999,1981,unavail,pass,0,4,0.640983796
487,55+,88.54,Not_Survived,none,none,1,m,38,1999,1991,unavail,driver,0,4,0.641678241
488,25-39,23.757,Not_Survived,airbag,none,0,f,90,1999,1991,deploy,driver,1,3,41:07:01
489,25-39,19.898,Not_Survived,none,belted,0,f,81,1999,1991,unavail,driver,0,4,41:46:01
490,25-39,18.164,Not_Survived,none,none,1,m,86,1999,1988,unavail,driver,0,4,41:103:1
491,40-54,31.469,Not_Survived,none,none,0,m,73,1999,1988,unavail,driver,0,4,41:112:2
492,40-54,31.469,Not_Survived,none,none,0,f,53,1999,1988,unavail,pass,0,4,41:112:2
493,25-39,18.164,Not_Survived,airbag,belted,1,f,82,1999,1996,deploy,pass,1,2,41:157:2
494,40-54,18.164,Not_Survived,airbag,none,1,f,48,1999,2000,deploy,driver,1,4,41:166:1
495,55+,18.164,Not_Survived,airbag,none,0,m,21,1999,2000,deploy,driver,1,4,41:193:1
496,55+,18.164,Not_Survived,airbag,none,0,m,21,1999,2000,deploy,pass,1,4,41:193:1
497,25-39,60.278,Not_Survived,airbag,belted,0,m,24,1999,1994,deploy,driver,1,3,43:02:01
498,55+,42.609,Not_Survived,airbag,belted,0,m,18,1999,1995,nodeploy,driver,0,4,43:28:02
499,40-54,42.609,Not_Survived,none,belted,1,m,57,1999,1986,unavail,driver,0,4,43:58:01
500,25-39,42.609,Not_Survived,none,belted,1,f,49,1999,1987,unavail,driver,0,4,43:63:2
501,24-Oct,42.609,Not_Survived,airbag,none,0,m,38,1999,1996,nodeploy,driver,0,4,43:94:2
502,40-54,42.609,Not_Survived,none,none,1,m,40,1999,1989,unavail,pass,0,4,43:95:2
503,25-39,42.609,Not_Survived,airbag,belted,0,f,37,1999,1997,deploy,pass,1,4,43:100:2
504,25-39,42.609,Not_Survived,none,none,0,f,74,1999,1990,unavail,pass,0,4,43:127:1
505,40-54,144.444,Not_Survived,airbag,none,0,f,58,1999,1999,deploy,driver,1,4,43:141:1
506,40-54,144.444,Not_Survived,airbag,belted,0,f,80,1999,1999,deploy,pass,1,4,43:141:1
507,25-39,42.609,Not_Survived,none,none,1,m,24,1999,1993,unavail,driver,0,4,43:152:1
508,25-39,42.609,Not_Survived,none,belted,0,m,26,1999,1992,unavail,driver,0,4,43:169:1
509,25-39,59.36,Not_Survived,airbag,belted,0,m,80,1999,1996,deploy,driver,1,4,43:172:2
510,40-54,135.758,Not_Survived,none,belted,0,m,24,1999,1984,unavail,driver,0,4,43:182:1
511,40-54,135.758,Not_Survived,none,belted,0,m,20,1999,1984,unavail,pass,0,4,43:182:1
512,25-39,87.329,Not_Survived,airbag,belted,1,f,87,1999,1994,deploy,driver,1,3,43:199:2
513,25-39,91.649,Not_Survived,airbag,none,1,f,21,1999,1995,deploy,pass,1,4,45:02:01
514,40-54,49.406,Not_Survived,airbag,none,1,m,27,1999,1997,deploy,driver,1,4,45:09:01
515,25-39,49.406,Not_Survived,none,none,1,f,36,1999,1994,unavail,driver,0,4,45:10:01
516,55+,69.632,Not_Survived,airbag,none,0,m,47,1999,1999,deploy,driver,1,4,45:23:01
517,55+,70.083,Not_Survived,none,none,1,m,46,1999,1988,unavail,driver,0,4,45:27:01
518,40-54,57.126,Not_Survived,none,belted,0,f,25,1999,1987,unavail,pass,0,4,45:32:02
519,24-Oct,68.971,Not_Survived,airbag,none,0,m,84,1999,1991,nodeploy,pass,0,3,45:35:01
520,55+,49.406,Not_Survived,none,none,0,m,32,1999,1986,unavail,driver,0,4,45:36:01
521,55+,49.406,Not_Survived,none,none,1,m,44,1999,1988,unavail,pass,0,4,45:45:01
522,25-39,49.406,Not_Survived,none,none,0,m,22,1999,1981,unavail,driver,0,4,45:50:01
523,25-39,49.406,Not_Survived,none,belted,0,f,70,1999,1989,unavail,driver,0,2,45:54:01
524,25-39,44.738,Not_Survived,airbag,none,1,m,88,1999,1995,deploy,driver,1,3,45:55:01
